index,基金代码,基金名称,申购费率,基金类型,基金风险,基金规模,成立日,基金经理,基金公司,投资股票,投资债券
5640,007942-,恒生前海恒扬纯债债券C,0.00,债券型-长债,中低风险,0.01亿元（2021-09-30）,1575388800,李维康,恒生前海基金,~,"1.173182,1.155043,1.018006"
5641,007943-,富安达中证500指数增强,0.12,指数型-股票,高风险,0.28亿元（2021-09-30）,1574092800,纪青,富安达基金,601728 300037 000799 600141 002648 601615 300223 688617 603259 601699,~
5642,007944-,永赢乾元三年定开,0.15,混合型-偏股,中高风险,10.67亿元（2021-09-30）,1579363200,李永兴,永赢基金,600426 600036 000001 601058 601166 002493 300033 600346 601601 601336,~
5643,007945-,景顺长城改革机遇灵活配置C,0.00,混合型-灵活,中高风险,0.07亿元（2021-09-30）,1568649600,邓敬东,景顺长城基金,600519 000858 000596 601888 000568 600887 002311 603899 002142 300059,~
5644,007946-,大成中债1-3年国开债指数A,0.05,债券型-长债,中低风险,2.82亿元（2021-09-30）,1569427200,方锐,大成基金,~,~
5645,007947-,大成中债1-3年国开债指数C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1569427200,方锐,大成基金,~,~
5646,007948-,汇添富盛安39个月定开债,0.0,债券型-长债,~,81.25亿元（2021-09-30）,1569254400,胡娜,汇添富基金,~,1.018062
5647,007949-,富国泽利纯债债券,0.0,债券型-长债,~,17.04亿元（2021-09-30）,1583769600,武磊,富国基金,~,~
5648,007950-,招商量化精选股票C,0.00,股票型,高风险,0.54亿元（2021-09-30）,1568131200,王平,招商基金,600307 600282 002011 002035 002799 002753 600707 603726 603889 000949,~
5649,007951-,招商信用增强债券C,0.00,债券型-混合债,中风险,0.82亿元（2021-09-30）,1568131200,滕越,招商基金,000887 300788 601058 603076 300476 000001 600258 300408 600754 002541,"1.155616,0.112741"
5650,007952-,招商财经大数据股票C,0.00,股票型,高风险,0.01亿元（2021-09-30）,1568131200,贾成东,招商基金,300750 300450 002812 300274 601088 600188 601012 002466 601615 300568,1.019649
5651,007953-,平安惠文纯债,0.0,债券型-长债,~,10.07亿元（2021-09-30）,1576512000,段玮婧,平安基金,~,~
5652,007954-,平安惠涌纯债,0.06,债券型-长债,中低风险,0.00亿元（2021-09-30）,1576425600,段玮婧等,平安基金,~,~
5653,007955-,民生加银鑫享债券D,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1572364800,刘昊,民生加银基金,~,"0.112457,1.163377"
5654,007956-,鹏华稳利短债C,0.00,债券型-中短债,中低风险,25.25亿元（2021-09-30）,1572364800,叶朝明等,鹏华基金,~,~
5655,007957-,华宝宝惠债券,0.0,债券型-长债,~,61.21亿元（2021-09-30）,1573142400,林昊,华宝基金,~,1.018010
5656,007958-,华泰柏瑞益通三个月定开债,0.0,债券型-长债,~,22.31亿元（2021-09-30）,1573747200,罗远航,华泰柏瑞基金,~,~
5657,007959-,方正富邦天恒混合A,0.15,混合型-灵活,中高风险,2.40亿元（2021-09-30）,1568822400,吴昊,方正富邦基金,300014 600519 000333 00700 600660 000002 002142 002027 600585 600048,~
5658,007960-,方正富邦天恒混合C,0.00,混合型-灵活,中高风险,0.01亿元（2021-09-30）,1568822400,吴昊,方正富邦基金,300014 600519 000333 00700 600660 000002 002142 002027 600585 600048,~
5659,007962-,博时中债3-5政金融债指数A,0.05,债券型-长债,中低风险,1.67亿元（2021-09-30）,1576684800,万志文,博时基金,~,~
5660,007963-,博时中债3-5政金融债指数C,0.00,债券型-长债,中低风险,0.02亿元（2021-09-30）,1576684800,万志文,博时基金,~,~
5661,007964-,华宝宝康债券C,0.00,债券型-混合债,中风险,0.81亿元（2021-09-30）,1569168000,李栋梁,华宝基金,~,1.018006
5662,007965-,民生加银品质消费股票A,0.15,股票型,高风险,0.20亿元（2021-09-30）,1587571200,刘霄汉,民生加银基金,300750 603259 600110 601012 002812 300122 300601 300059 002466 300274,~
5663,007966-,民生加银品质消费股票C,0.00,股票型,高风险,0.18亿元（2021-09-30）,1587571200,刘霄汉,民生加银基金,300750 603259 600110 601012 002812 300122 300601 300059 002466 300274,~
5664,007967-,大成惠嘉一年定开债券,0.08,债券型-长债,中低风险,216.24亿元（2021-09-30）,1575820800,李富强等,大成基金,~,~
5665,007968-,华泰柏瑞研究精选A,0.15,混合型-偏股,中高风险,9.51亿元（2021-09-30）,1574092800,张慧,华泰柏瑞基金,300750 002812 002371 600110 300604 002241 688116 002214 300979 603259,~
5666,007969-,西部利得得尊纯债C,0.00,债券型-长债,中低风险,1.57亿元（2021-09-30）,1568908800,严志勇等,西部利得基金,~,~
5667,007970-,国寿安保安泽39个月定开债,0.08,债券型-长债,中低风险,119.56亿元（2021-09-30）,1573574400,阚磊,国寿安保基金管理,~,~
5668,007971-,华泰保兴恒利中短债A,0.04,债券型-中短债,中低风险,5.50亿元（2021-09-09）,1631116800,周咏梅,华泰保兴,~,~
5669,007972-,华泰保兴恒利中短债C,0.00,债券型-中短债,中低风险,0.00亿元（2021-09-09）,1631116800,周咏梅,华泰保兴,~,~
5670,007975-,招商普盛全球配置(QDII-FOF)美元现汇,0.0,QDII,~,0.67亿元（2021-09-30）,1579363200,白海峰,招商基金,~,~
5671,007976-,易方达黄金主题人民币C,0.00,QDII,高风险,0.03亿元（2021-09-30）,1570723200,周宇,易方达基金,~,~
5672,007977-,易方达黄金主题美元现汇A,0.0,QDII,~,1.61亿元（2021-09-30）,1570723200,周宇,易方达基金,~,~
5673,007978-,易方达黄金主题美元现汇C,0.0,QDII,~,0.03亿元（2021-09-30）,1570723200,周宇,易方达基金,~,~
5674,007979-,万家惠享39个月定开债,0.0,债券型-长债,~,112.48亿元（2021-09-30）,1574870400,尹诚庸,万家基金,~,~
5675,007981-,红塔红土瑞祥纯债A,0.05,债券型-长债,中低风险,0.51亿元（2021-09-30）,1577635200,吴秋松,红塔红土,~,~
5676,007982-,红塔红土瑞祥纯债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1577635200,吴秋松,红塔红土,~,~
5677,007983-,申万菱信中证研发创新100ETF联接A,0.12,指数型-股票,高风险,1.38亿元（2021-09-30）,1574265600,龚丽丽等,申万菱信基金,300750 002415 002594 300760 600276 600031 000063 002371 300014 603501,~
5678,007984-,申万菱信中证研发创新100ETF联接C,0.00,指数型-股票,高风险,0.73亿元（2021-09-30）,1574265600,龚丽丽等,申万菱信基金,300750 002415 002594 300760 600276 600031 000063 002371 300014 603501,~
5679,007985-,博时富悦纯债,0.08,债券型-长债,中低风险,6.84亿元（2021-09-30）,1574870400,张鹿,博时基金,~,~
5680,007986-,嘉实致禄3个月定期纯债债券,0.0,债券型-长债,~,11.09亿元（2021-09-30）,1575388800,常逍遥等,嘉实基金,~,~
5681,007987-,鹏华丰庆债券,0.0,债券型-长债,~,18.91亿元（2021-09-30）,1571241600,刘太阳等,鹏华基金,~,~
5682,007988-,融通通恒63个月定开债券A,0.0,债券型-长债,~,60.12亿元（2021-09-30）,1596729600,许富强,融通基金,~,"1.171794,1.171974"
5683,007989-,融通通恒63个月定开债券C,0.0,债券型-长债,~,0.00亿元（2020-08-07）,1596729600,许富强,融通基金,~,"1.171794,1.171974"
5684,007990-,富国汇远三年定开债A,0.0,债券型-长债,~,112.43亿元（2021-09-30）,1574697600,朱梦娜等,富国基金,~,~
5685,007991-,富国汇远三年定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1574697600,朱梦娜等,富国基金,~,~
5686,007992-,华夏中证全指证券公司ETF联接A,0.12,指数型-股票,高风险,3.19亿元（2021-09-30）,1585843200,司帆,华夏基金,~,~
5687,007993-,华夏中证全指证券公司ETF联接C,0.00,指数型-股票,高风险,2.72亿元（2021-09-30）,1585843200,司帆,华夏基金,~,~
5688,007994-,华夏中证500指数增强A,0.12,指数型-股票,高风险,24.53亿元（2021-09-30）,1585065600,张弘弢等,华夏基金,000799 000009 000598 600089 000990 601636 300037 601928 002317 002648,1.113629
5689,007995-,华夏中证500指数增强C,0.00,指数型-股票,高风险,8.44亿元（2021-09-30）,1585065600,张弘弢等,华夏基金,000799 000009 000598 600089 000990 601636 300037 601928 002317 002648,1.113629
5690,007996-,博时富顺纯债债券,0.08,债券型-长债,中低风险,10.38亿元（2021-09-30）,1572451200,陈黎,博时基金,~,0.149250
5691,007997-,易方达年年恒秋一年定开债A,0.03,债券型-长债,中低风险,22.56亿元（2021-09-30）,1572451200,李一硕,易方达基金,~,~
5692,007998-,易方达年年恒秋一年定开债C,0.00,债券型-长债,中低风险,0.45亿元（2021-09-30）,1572451200,李一硕,易方达基金,~,~
5693,007999-,国联安恒利63个月定开债A,0.0,债券型-长债,~,85.46亿元（2021-09-30）,1573056000,薛琳等,国联安基金,~,1.155510
5694,008000-,国联安恒利63个月定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1573056000,薛琳等,国联安基金,~,1.155510
5695,008001-,鹏华中证500ETF联接C,0.00,指数型-股票,高风险,0.50亿元（2021-09-30）,1579017600,陈龙,鹏华基金,~,~
5696,008002-,银华稳晟39个月定开债,0.0,债券型-长债,~,104.23亿元（2021-09-30）,1572883200,赵旭东,银华基金,~,~
5697,008003-,大成通嘉三年定开债券A,0.08,债券型-长债,中低风险,74.21亿元（2021-09-30）,1574611200,李富强,大成基金,~,~
5698,008004-,大成通嘉三年定开债券C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1574611200,李富强,大成基金,~,~
5699,008008-,易方达稳健收益债券C,0.0,债券型-混合债,~,1.95亿元（2021-09-30）,1571760000,胡剑,易方达基金,600036 002714 600585 600011 600519 000333 002142 000401 601117 600027,~
5700,008009-,华商高端装备制造股票,0.15,股票型,高风险,7.37亿元（2021-09-30）,1575907200,吴昊,华商基金,300274 300750 603659 300450 002049 600110 002812 688208 002850 002025,~
5701,008010-,前海联合润盈短债A,0.04,债券型-中短债,中低风险,4.78亿元（2021-09-30）,1577116800,曾婷婷,前海联合,~,~
5702,008011-,前海联合润盈短债C,0.00,债券型-中短债,中低风险,0.01亿元（2021-09-30）,1577116800,曾婷婷,前海联合,~,~
5703,008012-,前海联合淳丰87个月定开债A,0.0,债券型-长债,~,80.81亿元（2021-09-30）,1598371200,黄浩东等,前海联合,~,~
5704,008013-,前海联合淳丰87个月定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1598371200,黄浩东等,前海联合,~,~
5705,008014-,天弘鑫利三年定开,0.05,债券型-长债,中低风险,129.05亿元（2021-09-30）,1574956800,柴文婷等,天弘基金,~,0.108605
5706,008015-,嘉实中债3-5年国开债指数A,0.05,债券型-长债,中低风险,6.39亿元（2021-09-30）,1576425600,崔思维,嘉实基金,~,~
5707,008016-,嘉实中债3-5年国开债指数C,0.00,债券型-长债,中低风险,0.07亿元（2021-09-30）,1576425600,崔思维,嘉实基金,~,~
5708,008017-,国泰惠信三年定开债,0.0,债券型-长债,~,143.75亿元（2021-09-30）,1572451200,刘嵩扬,国泰基金,~,1.018006
5709,008018-,华富安兴39个月定开债A,0.06,债券型-长债,中低风险,71.68亿元（2021-09-30）,1572451200,倪莉莎,华富基金,~,~
5710,008019-,华富安兴39个月定开债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1572451200,倪莉莎,华富基金,~,~
5711,008020-,华富中证人工智能产业ETF联接A,0.10,指数型-股票,高风险,0.40亿元（2021-09-30）,1587571200,张娅等,华富基金,601360 600845 603019 603160,~
5712,008021-,华富中证人工智能产业ETF联接C,0.00,指数型-股票,高风险,0.16亿元（2021-09-30）,1587571200,张娅等,华富基金,601360 600845 603019 603160,~
5713,008022-,建信短债债券F,0.00,债券型-中短债,中低风险,3.17亿元（2021-09-30）,1578844800,陈建良等,建信基金,~,~
5714,008025-,汇添富稳健增长混合A,0.12,混合型-偏债,中高风险,9.39亿元（2021-09-30）,1572883200,胡昕炜,汇添富基金,300750 600519 000858 601888 02331 01772 603486 03690 06098 603259,"1.019654,1.152454,0.149342,1.163610,1.113044"
5715,008026-,汇添富稳健增长混合C,0.00,混合型-偏债,中高风险,5.06亿元（2021-09-30）,1572883200,胡昕炜,汇添富基金,300750 600519 000858 601888 02331 01772 603486 03690 06098 603259,"1.019654,1.152454,0.149342,1.163610,1.113044"
5716,008027-,工银泰和39个月定开债券A,0.0,债券型-长债,~,77.21亿元（2021-09-30）,1594137600,王朔,工银瑞信基金,~,1.019638
5717,008028-,申万菱信安泰广利63个月定开债,0.0,债券型-长债,~,81.45亿元（2021-09-30）,1603209600,叶瑜珍等,申万菱信基金,~,~
5718,008030-,农银汇理金益债券,0.08,债券型-长债,中低风险,38.65亿元（2021-09-30）,1573660800,许娅等,农银汇理基金,~,~
5719,008031-,创金合信汇嘉三个月定开,0.0,债券型-长债,~,20.17亿元（2021-09-30）,1575820800,郑振源,创金合信基金,~,~
5720,008032-,海富通裕昇三年定开债券,0.04,债券型-长债,中低风险,32.59亿元（2021-09-30）,1586361600,张靖爽,海富通基金,~,~
5721,008033-,中加科盈混合A,0.10,混合型-偏债,中风险,5.42亿元（2021-09-30）,1574956800,闫沛贤等,中加基金,300390 600926 601633 002460 300480 002594 000001 605358 300477 300207,~
5722,008034-,中加科盈混合C,0.00,混合型-偏债,中风险,3.24亿元（2021-09-30）,1574956800,闫沛贤等,中加基金,300390 600926 601633 002460 300480 002594 000001 605358 300477 300207,~
5723,008035-,蜂巢恒利债券A,0.04,债券型-混合债,中风险,2.18亿元（2021-09-30）,1600790400,李海涛,蜂巢基金,600519 601318 000858 601012 000333 002415 600900 000651 600309 600031,~
5724,008036-,蜂巢恒利债券C,0.00,债券型-混合债,中风险,2.29亿元（2021-09-30）,1600790400,李海涛,蜂巢基金,600519 601318 000858 601012 000333 002415 600900 000651 600309 600031,~
5725,008037-,兴银先锋成长混合A,0.15,混合型-偏股,中高风险,0.31亿元（2021-09-30）,1574006400,孔晓语,兴银基金,601888 002466 600195 000776 600989 601985 002709 300073 603218 002850,"1.019649,0.123107,1.113516,1.110053"
5726,008038-,兴银先锋成长混合C,0.00,混合型-偏股,中高风险,0.22亿元（2021-09-30）,1574006400,孔晓语,兴银基金,601888 002466 600195 000776 600989 601985 002709 300073 603218 002850,"1.019649,0.123107,1.113516,1.110053"
5727,008039-,南方创利3个月定开债,0.0,债券型-长债,~,15.78亿元（2021-09-30）,1577894400,刘骥,南方基金,~,1.122402
5728,008040-,鹏华0-5年利率发起式债券,0.0,债券型-长债,~,8.18亿元（2021-09-30）,1576771200,李振宇,鹏华基金,~,~
5729,008041-,长信先利半年定开混合C,0.00,混合型-偏债,中风险,0.00亿元（2021-09-30）,1571587200,倪伟,长信基金,600745 000001 601166 002810 002585 601012 600989,"1.019649,1.110081,0.123123,0.123124,0.128141"
5730,008042-,兴业中证银行50金融债指数A,0.05,债券型-长债,中低风险,14.97亿元（2021-09-30）,1574092800,雷志强,兴业基金,~,~
5731,008043-,兴业中证银行50金融债指数C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1574092800,雷志强,兴业基金,~,~
5732,008044-,博远增强回报债券A,0.08,债券型-混合债,中风险,9.62亿元（2021-09-30）,1574092800,钟鸣远,博远基金,600030 600905 601016 002531 002240 600111 688388 688385 603501 002080,~
5733,008045-,博远增强回报债券C,0.00,债券型-混合债,中风险,0.88亿元（2021-09-30）,1574092800,钟鸣远,博远基金,600030 600905 601016 002531 002240 600111 688388 688385 603501 002080,~
5734,008046-,中融睿嘉39个月定开债A,0.045,债券型-长债,中低风险,50.38亿元（2021-09-30）,1574697600,李倩,中融基金,~,1.018010
5735,008047-,中融睿嘉39个月定开债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1574697600,李倩,中融基金,~,1.018010
5736,008048-,中融睿享86个月定开债A,0.045,债券型-长债,中低风险,143.76亿元（2021-09-30）,1572451200,哈默,中融基金,~,~
5737,008049-,中融睿享86个月定开债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1572451200,哈默,中融基金,~,~
5738,008050-,同泰慧择混合A,0.15,混合型-偏股,中高风险,0.96亿元（2021-09-30）,1574179200,王伟等,同泰基金,300390 002460 688202 688198 600141 002407 000807 600111 002240 002531,1.113049
5739,008051-,同泰慧择混合C,0.00,混合型-偏股,中高风险,0.15亿元（2021-09-30）,1574179200,王伟等,同泰基金,300390 002460 688202 688198 600141 002407 000807 600111 002240 002531,1.113049
5740,008052-,工银湾创100ETF联接A,0.10,指数型-股票,高风险,0.36亿元（2021-09-30）,1577203200,刘伟琳,工银瑞信基金,~,~
5741,008053-,工银湾创100ETF联接C,0.00,指数型-股票,高风险,0.10亿元（2021-09-30）,1577203200,刘伟琳,工银瑞信基金,~,~
5742,008054-,汇添富中债7-10年国开债A,0.05,债券型-长债,中低风险,0.23亿元（2021-09-30）,1578931200,何旻,汇添富基金,~,"1.018006,1.018003"
5743,008055-,汇添富中债7-10年国开债C,0.00,债券型-长债,中低风险,0.02亿元（2021-09-30）,1578931200,何旻,汇添富基金,~,"1.018006,1.018003"
5744,008056-,南方上证50增强A,0.15,指数型-股票,高风险,2.24亿元（2021-09-30）,1587571200,钱厚翔,南方基金,600036 600519 600438 600809 603259 600893 600703 603288 000799 601888,~
5745,008057-,南方上证50增强C,0.00,指数型-股票,高风险,1.30亿元（2021-09-30）,1587571200,钱厚翔,南方基金,600036 600519 600438 600809 603259 600893 600703 603288 000799 601888,~
5746,008058-,鹏华鑫享稳健混合A,0.08,混合型-偏债,中风险,6.94亿元（2021-09-30）,1586448000,李韵怡,鹏华基金,600036 601888 600905 300750 601012 601398 600048 002371 600765 603259,"1.163475,1.163513,1.175062,1.175089"
5747,008059-,鹏华鑫享稳健混合C,0.00,混合型-偏债,中风险,1.07亿元（2021-09-30）,1586448000,李韵怡,鹏华基金,600036 601888 600905 300750 601012 601398 600048 002371 600765 603259,"1.163475,1.163513,1.175062,1.175089"
5748,008060-,景顺长城价值边际灵活配置混合,0.15,混合型-灵活,中高风险,6.27亿元（2021-09-30）,1598803200,鲍无可,景顺长城基金,601098 601928 00941 600674 00700 01109 01448 002727 300630 000902,~
5749,008061-,惠升惠新混合A,0.10,混合型-灵活,中高风险,0.76亿元（2021-09-30）,1582041600,范习辉,惠升基金,600905 603259 002371 300347 600460 601888 600809 002791 300408 300751,"1.010303,1.118002"
5750,008062-,惠升惠新混合C,0.00,混合型-灵活,中高风险,0.15亿元（2021-09-30）,1582041600,范习辉,惠升基金,600905 603259 002371 300347 600460 601888 600809 002791 300408 300751,"1.010303,1.118002"
5751,008063-,汇添富大盘核心资产混合,0.15,混合型-偏股,中高风险,46.02亿元（2021-09-30）,1578412800,王栩,汇添富基金,02269 000858 601888 03690 603259 00700 600702 300014 002371 600519,~
5752,008064-,建信睿信三个月定开债,0.0,债券型-长债,~,2.23亿元（2021-09-30）,1577721600,李峰,建信基金,~,1.018006
5753,008065-,汇添富中盘积极成长混合A,0.15,混合型-偏股,中高风险,51.51亿元（2021-09-30）,1584028800,郑磊,汇添富基金,000799 600399 002821 600702 300568 300363 300759 002371 300750 603882,~
5754,008066-,汇添富中盘积极成长混合C,0.00,混合型-偏股,中高风险,6.70亿元（2021-09-30）,1584028800,郑磊,汇添富基金,000799 600399 002821 600702 300568 300363 300759 002371 300750 603882,~
5755,008067-,圆信永丰丰和A,0.04,债券型-中短债,中低风险,1.05亿元（2021-09-30）,1592323200,刘莎莎,圆信永丰基金,~,"1.143257,1.143204"
5756,008068-,圆信永丰丰和C,0.00,债券型-中短债,中低风险,0.01亿元（2021-09-30）,1592323200,刘莎莎,圆信永丰基金,~,"1.143257,1.143204"
5757,008069-,鹏扬富利增强债A,0.08,债券型-混合债,中风险,0.97亿元（2021-09-30）,1587398400,王华等,鹏扬基金,000333 002475 300059 601939 000001 601012 600031 600036 600885 603883,"0.111084,1.152308,1.127175"
5758,008070-,鹏扬富利增强债C,0.00,债券型-混合债,中风险,0.47亿元（2021-09-30）,1587398400,王华等,鹏扬基金,000333 002475 300059 601939 000001 601012 600031 600036 600885 603883,"0.111084,1.152308,1.127175"
5759,008071-,长信利泰灵活配置混合E,0.0,混合型-灵活,~,12.88亿元（2021-09-30）,1572278400,朱昊等,长信基金,000002 002120 601689 601668 603128 000988 688023 603517 300059 300070,1.175975
5760,008072-,景顺长城创业板综指增强,0.15,指数型-股票,高风险,1.17亿元（2021-09-30）,1590336000,黎海威,景顺长城基金,300750 300122 300059 300015 300760 300639 300124 300014 300450 300121,0.123124
5761,008075-,招商核心优选股票A,0.15,股票型,高风险,6.78亿元（2021-09-30）,1576512000,付斌,招商基金,002311 002812 03690 600188 688303 300750 600958 603588 00700 01171,~
5762,008076-,招商核心优选股票C,0.00,股票型,高风险,0.48亿元（2021-09-30）,1576512000,付斌,招商基金,002311 002812 03690 600188 688303 300750 600958 603588 00700 01171,~
5763,008077-,九泰天奕量化价值混合A,0.15,混合型-偏股,中高风险,1.40亿元（2021-09-30）,1590681600,孟亚强,九泰基金,603259 600036 002202 601318 000333 000001 300760 600519 600009 601888,~
5764,008079-,诺德大类精选(FOF),0.12,混合型-偏股,中高风险,5.68亿元（2021-09-30）,1575820800,郑源,诺德基金,~,~
5765,008080-,南方初元中短债E,0.00,债券型-中短债,中低风险,0.03亿元（2021-09-30）,1571587200,王景明,南方基金,~,~
5766,008081-,汇添富鑫远债券,0.06,债券型-长债,中低风险,15.71亿元（2021-09-30）,1575388800,胡娜,汇添富基金,~,~
5767,008082-,国寿安保研究精选混合A,0.15,混合型-偏股,中高风险,0.47亿元（2021-09-30）,1577635200,祁善斌,国寿安保基金管理,300751 300476 603128 002352 300316 603915 688155 601966 603596 002409,~
5768,008083-,国寿安保研究精选混合C,0.00,混合型-偏股,中高风险,0.16亿元（2021-09-30）,1577635200,祁善斌,国寿安保基金管理,300751 300476 603128 002352 300316 603915 688155 601966 603596 002409,~
5769,008084-,海富通先进制造股票C,0.00,股票型,高风险,1.96亿元（2021-09-30）,1576512000,吕越超,海富通基金,605117 603026 300390 002756 002176 002192 002240 002466 600111 603396,~
5770,008085-,海富通先进制造股票A,0.15,股票型,高风险,3.20亿元（2021-09-30）,1576512000,吕越超,海富通基金,605117 603026 300390 002756 002176 002192 002240 002466 600111 603396,~
5771,008086-,华夏中证5G通信主题ETF联接A,0.12,指数型-股票,高风险,34.04亿元（2021-09-30）,1575907200,李俊,华夏基金,002475 000063 002241 300782 600703 600905 603986 300661 600745 002179,1.019649
5772,008087-,华夏中证5G通信主题ETF联接C,0.00,指数型-股票,高风险,38.93亿元（2021-09-30）,1575907200,李俊,华夏基金,002475 000063 002241 300782 600703 600905 603986 300661 600745 002179,1.019649
5773,008088-,华夏中证全指房地产ETF联接A,0.12,指数型-股票,高风险,0.56亿元（2021-09-30）,1574870400,李俊,华夏基金,600048 600383 600606 600641 601155 600208 600663 600773 600848 600895,~
5774,008089-,华夏中证全指房地产ETF联接C,0.00,指数型-股票,高风险,0.29亿元（2021-09-30）,1574870400,李俊,华夏基金,600048 600383 600606 600641 601155 600208 600663 600773 600848 600895,~
5775,008091-,中信保诚红利精选混合A,0.15,混合型-偏股,中高风险,1.48亿元（2021-09-30）,1577203200,提云涛,中信保诚基金,600900 000333 600519 600048 600309 600377 000002 600036 600612 600585,1.019649
5776,008092-,中信保诚红利精选混合C,0.00,混合型-偏股,中高风险,1.32亿元（2021-09-30）,1577203200,提云涛,中信保诚基金,600900 000333 600519 600048 600309 600377 000002 600036 600612 600585,1.019649
5777,008093-,同泰慧选混合发起式A,0.15,混合型-偏股,中高风险,0.38亿元（2021-09-30）,1576512000,邢连云,同泰基金,600111 603259 002821 601888 688363 300390 600010 600809 600096 002539,~
5778,008094-,同泰慧选混合发起式C,0.00,混合型-偏股,中高风险,0.13亿元（2021-09-30）,1576512000,邢连云,同泰基金,600111 603259 002821 601888 688363 300390 600010 600809 600096 002539,~
5779,008095-,中银亚太精选债券(QDII)人民币A,0.08,QDII,高风险,0.56亿元（2021-09-30）,1591545600,郑涛,中银基金,~,~
5780,008096-,中银亚太精选债券(QDII)人民币C,0.00,QDII,高风险,0.13亿元（2021-09-30）,1591545600,郑涛,中银基金,~,~
5781,008097-,中银亚太精选债券(QDII)美元A,0.0,QDII,~,0.56亿元（2021-09-30）,1591545600,郑涛,中银基金,~,~
5782,008098-,中银亚太精选债券(QDII)美元C,0.0,QDII,~,0.13亿元（2021-09-30）,1591545600,郑涛,中银基金,~,~
5783,008099-,广发价值领先混合A,0.15,混合型-偏股,中高风险,58.15亿元（2021-09-30）,1588780800,林英睿,广发基金,600926 01907 300119 00670 00753 300133 00819 01055 601009 601111,"1.019649,1.019654"
5784,008102-,中金鑫福87个月定开债,0.0,债券型-长债,~,81.88亿元（2021-09-30）,1596384000,董珊珊,中金基金,~,~
5785,008104-,中金鑫裕1年定开债A,0.04,债券型-长债,中低风险,50.74亿元（2021-09-30）,1576598400,董珊珊,中金基金,~,~
5786,008105-,中金鑫裕1年定开债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1576598400,董珊珊,中金基金,~,~
5787,008106-,博时富瑞纯债债券C,0.00,债券型-长债,中低风险,26.80亿元（2021-09-30）,1571587200,倪玉娟,博时基金,~,~
5788,008107-,华商医药医疗行业股票,0.15,股票型,高风险,2.02亿元（2021-09-30）,1577376000,陈恒,华商基金,300347 603259 300760 002821 300122 300015 300896 603987 300142 688363,~
5789,008108-,国联安短债债券A,0.03,债券型-中短债,中低风险,2.29亿元（2021-09-30）,1575907200,万莉等,国联安基金,~,~
5790,008109-,国联安短债债券C,0.00,债券型-中短债,中低风险,0.07亿元（2021-09-30）,1575907200,万莉等,国联安基金,~,~
5791,008110-,九泰科盈价值混合A,0.15,混合型-灵活,中高风险,1.64亿元（2021-09-30）,1583942400,张鹏程等,九泰基金,601012 300014 600309 600036 601100 600887 300124 603899 600048 000858,"1.019654,1.019649,1.019641"
5792,008111-,银华信用精选18个月定开债,0.80,债券型-长债,中低风险,50.36亿元（2021-09-30）,1582128000,刘小平,银华基金,~,1.124258
5793,008112-,中泰中证500指数增强A,0.10,指数型-股票,高风险,0.15亿元（2021-09-30）,1575993600,邹巍,中泰证券(上海)资管,600008 601577 002396 600804 002709 000799 000060 601016 601456 002244,~
5794,008113-,中泰中证500指数增强C,0.00,指数型-股票,高风险,0.50亿元（2021-09-30）,1575993600,邹巍,中泰证券(上海)资管,600008 601577 002396 600804 002709 000799 000060 601016 601456 002244,~
5795,008114-,天弘中证红利低波动100A,0.10,指数型-股票,高风险,0.44亿元（2021-09-30）,1575907200,刘笑明,天弘基金,601006 600170 001979 601988 002233 600023 601328 600028 600153 600479,~
5796,008115-,天弘中证红利低波动100C,0.00,指数型-股票,高风险,1.42亿元（2021-09-30）,1575907200,刘笑明,天弘基金,601006 600170 001979 601988 002233 600023 601328 600028 600153 600479,~
5797,008116-,银华沪深股通精选混合,0.15,混合型-偏股,中高风险,0.49亿元（2021-09-30）,1589385600,和玮,银华基金,600048 600383 000671 600988 601995 300379 601377 000728 600999 600958,~
5798,008117-,博时稳欣39个月定开债,0.04,债券型-长债,中低风险,183.75亿元（2021-09-30）,1574092800,黄海峰等,博时基金,~,0.108605
5799,008118-,嘉实民企精选一年定开债,0.08,债券型-长债,中低风险,1.36亿元（2021-09-30）,1575388800,轩璇,嘉实基金,~,"1.143520,1.143510,1.155608"
5800,008119-,鹏华金享混合,0.0,混合型-平衡,~,8.60亿元（2021-09-30）,1574870400,李韵怡等,鹏华基金,601888 601012 300750 600905 600036 002371 603259 600048 600519 601601,"1.175663,0.149274,0.149342"
5801,008120-,万家自主创新混合A,0.15,混合型-偏股,中高风险,33.73亿元（2021-09-30）,1581264000,黄兴亮,万家基金,688536 688023 002594 300454 300661 603986 600588 688012 688158 300124,1.019649
